player,player_id,position,team_name,grades_coverage_defense,grades_defense,snap_counts_pass_play,rank,Year
Rodney McLeod,7271,S,PHI,71.9,67.2,711,77.0,2019
Mike Hilton,10898,CB,PIT,73.0,67.1,438,78.0,2019
Eddie Jackson,11867,S,CHI,66.1,67.0,660,79.0,2019
Trae Waynes,9444,CB,MIN,63.7,67.0,544,79.0,2019
Erik Harris,10346,S,LV,66.7,66.7,558,81.0,2019
Brandon Carr,4454,CB,BLT,66.0,66.4,537,82.0,2019
Sean Murphy-Bunting,25891,CB,TB,66.4,66.2,489,83.0,2019
Charvarius Ward,43034,CB,KC,62.9,65.7,814,84.0,2019
Mackensie Alexander,10688,CB,MIN,64.1,65.7,392,84.0,2019
Darnell Savage,34247,S,GB,76.3,65.7,586,84.0,2019
Marshon Lattimore,11766,CB,NO,65.7,65.6,596,87.0,2019
Rock Ya-Sin,49564,CB,IND,62.2,65.3,553,88.0,2019
Jaquiski Tartt,9479,S,SF,64.7,65.1,543,89.0,2019
Adrian Colbert,11983,S,MIA,64.7,64.9,227,90.0,2019
Vonn Bell,10695,S,NO,52.1,64.8,640,91.0,2019
Gareon Conley,11779,CB,HST,65.8,64.5,583,92.0,2019
Jalen Thompson,49116,S,ARZ,70.3,64.4,380,93.0,2019
Jabrill Peppers,11780,S,NYG,66.7,64.3,399,94.0,2019
Bradley Roby,8666,CB,HST,65.2,64.0,549,95.0,2019
Eli Apple,10644,CB,NO,59.1,63.8,647,96.0,2019
Bobby McCain,9578,S,MIA,69.6,63.6,301,97.0,2019
Terrell Edmunds,51334,S,PIT,58.3,63.6,621,97.0,2019
Taylor Rapp,51172,S,LA,61.4,63.3,531,99.0,2019
Rayshawn Jenkins,11868,S,LAC,67.5,63.1,556,100.0,2019
Logan Ryan,7864,CB,TEN,60.0,63.0,867,101.0,2019
Bradley McDougald,8220,S,SEA,62.6,62.8,689,102.0,2019
Andrew Adams,11240,S,TB,63.6,62.7,428,103.0,2019
Kevin King,11788,CB,GB,62.4,62.7,570,103.0,2019
Trayvon Mullen,41968,CB,LV,59.0,62.5,422,105.0,2019
Kyle Fuller,8649,CB,CHI,58.7,62.5,668,105.0,2019
Daryl Worley,10711,CB,LV,62.6,62.4,580,107.0,2019
James Bradberry,10696,CB,CAR,65.4,61.7,618,108.0,2019
Jessie Bates III,49162,S,CIN,64.9,61.2,588,109.0,2019
Kenny Vaccaro,7796,S,TEN,53.5,60.9,841,110.0,2019
Ronnie Harrison,49206,S,JAX,68.5,60.9,518,110.0,2019
Damontae Kazee,11904,CB,ATL,58.1,60.8,536,112.0,2019
Taron Johnson,49511,CB,BUF,63.0,60.6,367,113.0,2019
Justin Coleman,9892,CB,DET,58.8,60.5,628,114.0,2019
Nik Needham,50356,CB,MIA,60.0,59.9,454,115.0,2019
Buster Skrine,6289,CB,CHI,59.1,59.8,520,116.0,2019
Tashaun Gipson Sr.,7288,S,HST,64.5,59.5,561,117.0,2019
Daniel Sorensen,9253,S,KC,61.6,59.4,554,118.0,2019
Kevin Peterson,11302,CB,ARZ,61.3,59.2,187,119.0,2019
Eric Rowe,9480,CB,MIA,60.2,58.9,604,120.0,2019
Pierre Desir,8762,CB,IND,57.9,58.8,450,121.0,2019
Ricardo Allen,8782,S,ATL,57.3,58.6,585,122.0,2019
A.J. Bouye,8110,CB,JAX,55.4,58.4,562,123.0,2019
Michael Davis,12040,S,LAC,57.3,58.3,375,124.0,2019
Mike Edwards,51282,S,TB,52.5,58.2,440,125.0,2019
Will Parks,10853,S,DEN,57.3,57.7,379,126.0,2019
Ross Cockrell,8744,CB,CAR,61.3,57.5,487,127.0,2019
Isaiah Oliver,50393,CB,ATL,54.5,56.8,585,128.0,2019
Darryl Roberts,9680,CB,NYJ,58.5,56.6,441,129.0,2019
Darius Slay,7817,CB,DET,56.9,56.4,523,130.0,2019
T.J. Carrie,8853,CB,CLV,47.6,56.2,447,131.0,2019
Avonte Maddox,50543,CB,PHI,54.6,55.9,443,132.0,2019
B.W. Webb,7896,CB,CIN,54.5,55.7,506,133.0,2019
Donte Jackson,49377,CB,CAR,56.3,55.6,428,134.0,2019
Grant Haley,50473,CB,NYG,50.7,55.4,260,135.0,2019
Rashaan Melvin,8334,CB,DET,47.2,55.3,566,136.0,2019
Jaylen Watkins,8736,S,LAC,53.4,55.2,232,137.0,2019
Bashaud Breeland,8737,CB,KC,51.3,55.2,704,137.0,2019
Tre Herndon,50380,CB,JAX,54.1,54.7,532,139.0,2019
Greedy Williams,43254,CB,CLV,53.6,54.6,419,140.0,2019
Shawn Williams,7865,S,CIN,51.0,54.5,563,141.0,2019
William Jackson III,10658,CB,CIN,55.2,53.6,456,142.0,2019
Fabian Moreau,11836,CB,WAS,56.4,52.7,411,143.0,2019
Rasul Douglas,11854,CB,PHI,50.2,52.4,395,144.0,2019
Jalen Mills,10867,CB,PHI,49.8,51.0,369,145.0,2019
Isaac Yiadom,49355,CB,DEN,52.3,50.9,326,146.0,2019
Montae Nicholson,11878,S,WAS,49.3,50.1,536,147.0,2019
Tre Flowers,49059,CB,SEA,47.7,49.5,708,148.0,2019
DeAndre Baker,33356,CB,NYG,45.6,48.4,585,149.0,2019
Byron Murphy Jr.,44027,CB,ARZ,48.5,48.3,704,150.0,2019
Vernon Hargreaves III,10645,CB,HST,43.3,48.1,661,151.0,2019
Xavier Rhodes,7806,CB,MIN,45.3,47.9,558,152.0,2019
Lamarcus Joyner,8676,CB,LV,44.4,47.5,481,153.0,2019
Kendall Sheffield,34105,CB,ATL,48.9,47.5,453,153.0,2019
Tedric Thompson,11866,S,SEA,48.3,46.6,266,155.0,2019
Eric Reid,7799,S,CAR,36.1,46.6,668,155.0,2019
Josh Norman,7649,CB,WAS,43.4,45.7,339,157.0,2019
Jamal Perry,12259,CB,MIA,41.3,43.7,389,158.0,2019
Jordan Whitehead,49196,S,TB,36.5,42.9,643,159.0,2019
Jermaine Whitehead,9698,S,CLV,51.7,40.0,284,160.0,2019
Eddie Jackson,11867,S,CHI,94.7,93.2,626,1.0,2018
Stephon Gilmore,7016,CB,NE,90.8,90.9,817,2.0,2018
Jamal Adams,11761,S,NYJ,89.6,89.8,693,3.0,2018
Anthony Harris,9895,S,MIN,87.1,89.0,349,4.0,2018
Desmond King II,11906,CB,LAC,90.1,88.6,625,5.0,2018
Kevin Byard,10698,S,TEN,82.5,87.9,634,6.0,2018
Derwin James,51368,S,LAC,87.7,87.8,742,7.0,2018
Chris Harris Jr.,6457,CB,DEN,84.4,85.5,469,8.0,2018
Micah Hyde,7941,S,BUF,88.6,84.1,507,9.0,2018
John Johnson III,11847,S,LA,86.4,83.6,734,10.0,2018
Adrian Amos,9575,S,CHI,85.5,82.7,754,11.0,2018
Patrick Peterson,6157,CB,ARZ,83.7,82.5,611,12.0,2018
Jason McCourty,5127,CB,NE,83.3,82.3,699,13.0,2018
Eric Weddle,3653,S,BLT,78.6,82.3,708,13.0,2018
Kyle Fuller,8649,CB,CHI,82.3,81.4,746,15.0,2018
Bryce Callahan,10000,CB,CHI,81.3,81.3,496,16.0,2018
Prince Amukamara,6171,CB,CHI,77.1,81.0,680,17.0,2018
Johnathan Joseph,2969,CB,HST,81.1,80.8,570,18.0,2018
Devin McCourty,5552,S,NE,83.9,80.6,817,19.0,2018
Jessie Bates III,49162,S,CIN,80.9,79.9,665,20.0,2018
Byron Jones,9460,CB,DAL,80.4,79.9,701,20.0,2018
Nickell Robey-Coleman,8483,CB,LA,80.8,79.8,497,22.0,2018
Harrison Smith,7641,S,MIN,68.7,79.7,605,23.0,2018
Malcolm Jenkins,4937,S,PHI,85.5,79.6,821,24.0,2018
D.J. Swearinger Sr.,7838,S,ARZ,79.5,79.3,607,25.0,2018
Malik Hooker,11770,S,IND,82.2,79.2,616,26.0,2018
Kareem Jackson,5545,CB,HST,74.2,79.2,687,26.0,2018
Ha Ha Clinton-Dix,8656,S,WAS,82.0,79.1,603,28.0,2018
Denzel Ward,49558,CB,CLV,83.6,78.9,541,29.0,2018
Marlon Humphrey,11771,CB,BLT,82.0,78.7,536,30.0,2018
Mackensie Alexander,10688,CB,MIN,72.5,78.1,381,31.0,2018
Damontae Kazee,11904,S,ATL,82.7,77.9,624,32.0,2018
Pierre Desir,8762,CB,IND,73.9,77.7,682,33.0,2018
Jabrill Peppers,11780,S,CLV,77.3,77.6,482,34.0,2018
Marshon Lattimore,11766,CB,NO,75.8,77.5,698,35.0,2018
Justin Reid,49048,S,HST,77.6,77.4,627,36.0,2018
Xavien Howard,10672,CB,MIA,75.3,77.3,469,37.0,2018
Aqib Talib,4334,CB,LA,75.2,76.6,346,38.0,2018
Casey Hayward Jr.,7064,CB,LAC,74.5,75.9,734,39.0,2018
A.J. Bouye,8110,CB,JAX,79.3,75.7,512,40.0,2018
Tyrann Mathieu,7850,S,HST,70.6,75.3,735,41.0,2018
Darius Slay,7817,CB,DET,78.2,75.0,532,42.0,2018
Trumaine Johnson,7067,CB,NYJ,75.1,74.9,421,43.0,2018
D.J. Hayden,7793,CB,JAX,73.7,74.8,312,44.0,2018
Bradley McDougald,8220,S,SEA,76.4,74.7,606,45.0,2018
Karl Joseph,10648,S,LV,68.0,74.5,258,46.0,2018
Vonn Bell,10695,S,NO,68.3,74.1,620,47.0,2018
Tre Boston,8763,S,ARZ,78.2,74.1,540,47.0,2018
Will Parks,10853,S,DEN,75.7,74.0,371,49.0,2018
William Jackson III,10658,CB,CIN,72.9,73.4,633,50.0,2018
Lamarcus Joyner,8676,S,LA,70.9,73.1,694,51.0,2018
Adoree' Jackson,11773,CB,TEN,69.0,73.0,585,52.0,2018
Damarious Randall,9463,S,CLV,71.4,72.8,681,53.0,2018
Jalen Ramsey,10639,CB,JAX,72.7,72.8,621,53.0,2018
Patrick Chung,4957,S,NE,78.1,72.7,715,55.0,2018
Quandre Diggs,9633,S,DET,67.1,72.7,576,55.0,2018
Rasul Douglas,11854,CB,PHI,69.9,72.5,467,57.0,2018
Jaire Alexander,49350,CB,GB,73.0,72.4,470,58.0,2018
Kendall Fuller,10718,CB,KC,70.8,72.4,796,58.0,2018
Reshad Jones,5686,S,MIA,71.7,72.1,462,60.0,2018
Steven Nelson,9531,CB,KC,71.2,72.1,838,60.0,2018
Shawn Williams,7865,S,CIN,78.7,71.6,566,62.0,2018
Logan Ryan,7864,CB,TEN,70.1,71.6,540,62.0,2018
Tony Jefferson,8361,S,BLT,70.3,71.2,603,64.0,2018
Landon Collins,9466,S,NYG,68.2,70.9,480,65.0,2018
Joe Haden,5532,CB,PIT,70.9,70.9,616,65.0,2018
Brandon Carr,4454,CB,BLT,71.9,70.8,629,67.0,2018
Tashaun Gipson Sr.,7288,S,JAX,71.9,70.7,620,68.0,2018
T.J. McDonald,7852,S,MIA,66.7,70.6,546,69.0,2018
Ronald Darby,9483,CB,PHI,70.4,70.6,399,69.0,2018
Orlando Scandrick,4457,CB,KC,70.2,70.0,598,71.0,2018
Greg Stroman,49354,CB,WAS,68.6,70.0,279,71.0,2018
Quincy Wilson,11801,CB,IND,67.8,69.9,401,73.0,2018
Mike Hilton,10898,CB,PIT,72.0,69.9,451,73.0,2018
Michael Thomas,7279,S,NYG,70.1,69.7,352,75.0,2018
Taron Johnson,49511,CB,BUF,69.6,69.7,279,75.0,2018
Sean Davis,10692,S,PIT,71.5,69.7,642,75.0,2018
Desmond Trufant,7803,CB,ATL,68.7,69.5,682,78.0,2018
Trae Waynes,9444,CB,MIN,64.6,69.1,433,79.0,2018
Darryl Roberts,9680,S,NYJ,66.4,69.0,483,80.0,2018
Richard Sherman,6306,CB,SF,68.1,68.9,534,81.0,2018
Josh Norman,7649,CB,WAS,72.0,68.9,641,81.0,2018
Duron Harmon,7872,S,NE,69.3,68.8,511,83.0,2018
Kenny Moore II,51596,CB,IND,65.6,68.7,673,84.0,2018
Darqueze Dennard,8659,CB,CIN,60.7,68.6,431,85.0,2018
Jordan Poyer,8000,S,BUF,70.9,68.4,579,86.0,2018
Xavier Woods,11946,S,DAL,72.3,68.0,613,87.0,2018
Jackrabbit Jenkins,7043,CB,NYG,66.3,68.0,664,87.0,2018
Sharrod Neasman,11050,S,ATL,67.5,67.8,282,89.0,2018
Justin Evans,11805,S,TB,65.8,67.6,376,90.0,2018
Eric Murray,10740,S,KC,66.9,67.5,531,91.0,2018
Justin Coleman,9892,CB,SEA,75.1,67.3,521,92.0,2018
Tedric Thompson,11866,S,SEA,67.7,67.2,473,93.0,2018
Malcolm Butler,9040,CB,TEN,69.8,67.1,544,94.0,2018
T.J. Carrie,8853,CB,CLV,63.9,66.9,612,95.0,2018
Clayton Geathers,9542,S,IND,63.6,66.9,554,95.0,2018
K'Waun Williams,9332,CB,SF,66.0,66.7,409,97.0,2018
Jaquiski Tartt,9479,S,SF,58.5,66.6,274,98.0,2018
Kenny Vaccaro,7796,S,TEN,61.6,66.4,460,99.0,2018
James Bradberry,10696,CB,CAR,64.9,66.4,625,99.0,2018
Glover Quin,5035,S,DET,63.4,66.1,487,101.0,2018
Adrian Phillips,9177,S,LAC,67.5,66.0,564,102.0,2018
Corey Graham,3784,S,PHI,64.5,65.9,559,103.0,2018
Budda Baker,11791,CB,ARZ,60.6,65.9,529,103.0,2018
Anthony Brown,10823,CB,DAL,65.7,65.8,522,105.0,2018
Coty Sensabaugh,7115,CB,PIT,64.7,65.7,495,106.0,2018
Eric Reid,7799,S,CAR,66.7,65.7,459,106.0,2018
Antone Exum Jr.,8817,S,SF,63.5,65.3,345,108.0,2018
Donte Jackson,49377,CB,CAR,67.2,65.0,570,109.0,2018
Eli Apple,10644,CB,NO,64.2,64.9,675,110.0,2018
Jordan Whitehead,49196,S,TB,74.4,64.6,413,111.0,2018
Antoine Bethea,3152,S,ARZ,73.5,64.2,612,112.0,2018
Tre Flowers,49059,CB,SEA,57.4,64.1,616,113.0,2018
Gareon Conley,11779,CB,LV,61.5,64.0,374,114.0,2018
Chidobe Awuzie,11815,CB,DAL,65.4,63.9,619,115.0,2018
Ryan Smith,10742,CB,TB,61.8,63.8,275,116.0,2018
Terrell Edmunds,51334,S,PIT,65.2,63.7,642,117.0,2018
Tramon Williams,3558,S,GB,62.6,63.3,637,118.0,2018
Morris Claiborne,7012,CB,NYJ,60.3,62.7,630,119.0,2018
Josh Jones,11816,S,GB,59.2,62.3,311,120.0,2018
Marcus Peters,9451,CB,LA,60.6,62.1,695,121.0,2018
Briean Boddy-Calhoun,10903,CB,CLV,63.0,62.0,466,122.0,2018
Minkah Fitzpatrick,51206,CB,MIA,59.2,61.9,555,123.0,2018
Captain Munnerlyn,5140,CB,CAR,60.3,61.6,452,124.0,2018
Bene Benwikere,8783,CB,LV,55.4,61.4,335,125.0,2018
B.W. Webb,7896,CB,NYG,60.4,61.3,634,126.0,2018
Shareece Wright,6241,CB,HST,59.0,61.3,395,126.0,2018
Brian Poole,11052,CB,ATL,60.5,61.3,579,126.0,2018
Brent Grimes,3589,CB,TB,61.0,61.3,450,126.0,2018
Carlton Davis,49335,CB,TB,59.0,61.2,421,130.0,2018
Jimmy Smith,6179,CB,BLT,62.6,61.2,433,130.0,2018
Tre'Davious White,11782,CB,BUF,62.5,61.0,559,132.0,2018
Justin Simmons,10732,S,DEN,51.2,60.9,654,133.0,2018
Rafael Bush,5779,CB,BUF,59.2,60.9,262,133.0,2018
Nevin Lawson,8768,CB,DET,54.7,60.6,517,135.0,2018
Jahleel Addae,8117,S,LAC,58.3,60.5,736,136.0,2018
Rashaan Melvin,8334,CB,LV,56.3,60.5,357,136.0,2018
Fabian Moreau,11836,CB,WAS,58.3,60.4,567,138.0,2018
Dre Kirkpatrick,7023,CB,CIN,62.6,60.0,483,139.0,2018
Bradley Roby,8666,CB,DEN,58.6,59.9,591,140.0,2018
Ron Parker,6625,S,KC,62.7,59.6,688,141.0,2018
Darian Stewart,5820,S,DEN,60.8,59.6,521,141.0,2018
Josh Jackson,50417,CB,GB,64.0,59.1,468,143.0,2018
Xavier Rhodes,7806,CB,MIN,55.1,58.2,455,144.0,2018
Curtis Riley,10109,S,NYG,63.9,58.1,636,145.0,2018
Bobby McCain,9578,CB,MIA,54.0,57.9,471,146.0,2018
Avonte Maddox,50543,CB,PHI,53.6,57.6,494,147.0,2018
Buster Skrine,6289,CB,NYJ,50.8,57.3,440,148.0,2018
Robert Alford,7841,CB,ATL,53.1,56.6,601,149.0,2018
Jeff Heath,8396,S,DAL,59.1,56.4,686,150.0,2018
P.J. Williams,9511,CB,NO,48.0,55.0,596,151.0,2018
Marcus Gilchrist,6202,S,LV,53.5,54.4,490,152.0,2018
Kentrell Brice,11142,S,GB,51.5,52.1,395,153.0,2018
Ken Crawley,11224,CB,NO,48.9,50.8,273,154.0,2018
Shaquill Griffin,11845,CB,SEA,48.1,50.7,643,155.0,2018
Barry Church,5924,S,JAX,40.1,49.9,405,156.0,2018
Mike Adams,1972,S,CAR,42.1,49.2,598,157.0,2018
Mike Ford,50535,CB,DET,43.5,49.0,230,158.0,2018
Montae Nicholson,11878,S,WAS,42.8,47.2,329,159.0,2018
Ahkello Witherspoon,11821,CB,SF,39.8,44.5,431,160.0,2018
Harrison Smith,7641,S,MIN,91.6,91.8,701,1.0,2017
Jalen Ramsey,10639,CB,JAX,91.6,91.3,765,2.0,2017
Casey Hayward Jr.,7064,CB,LAC,92.1,91.1,607,3.0,2017
Adrian Amos,9575,S,CHI,89.5,90.9,392,4.0,2017
Lamarcus Joyner,8676,S,LA,91.2,90.9,475,4.0,2017
Glover Quin,5035,S,DET,91.3,90.6,645,6.0,2017
Kendall Fuller,10718,CB,WAS,91.2,90.6,515,6.0,2017
William Jackson III,10658,CB,CIN,90.4,90.2,424,8.0,2017
Earl Thomas III,5539,S,SEA,90.5,90.2,545,8.0,2017
Tre'Davious White,11782,CB,BUF,90.1,89.4,683,10.0,2017
Micah Hyde,7941,S,BUF,90.4,87.7,664,11.0,2017
Jordan Poyer,8000,S,BUF,90.9,87.7,636,11.0,2017
Patrick Robinson,5557,CB,PHI,89.9,87.0,641,13.0,2017
Antoine Bethea,3152,S,ARZ,87.6,86.4,511,14.0,2017
Marshon Lattimore,11766,CB,NO,87.9,86.1,583,15.0,2017
Desmond King II,11906,CB,LAC,86.6,85.7,491,16.0,2017
Kevin Byard,10698,S,TEN,85.4,85.3,800,17.0,2017
A.J. Bouye,8110,CB,JAX,84.7,84.5,778,18.0,2017
Mike Hilton,10898,CB,PIT,81.9,83.1,443,19.0,2017
Stephon Gilmore,7016,CB,NE,87.2,83.0,654,20.0,2017
Landon Collins,9466,S,NYG,81.6,82.3,534,21.0,2017
Jimmy Smith,6179,CB,BLT,84.1,81.9,356,22.0,2017
John Johnson III,11847,S,LA,82.9,81.5,509,23.0,2017
Tramon Williams,3558,CB,ARZ,83.8,81.5,438,23.0,2017
Aqib Talib,4334,CB,DEN,81.6,81.4,465,25.0,2017
Marcus Peters,9451,CB,KC,81.7,81.3,625,26.0,2017
Andrew Sendejo,6118,S,MIN,81.3,81.0,539,27.0,2017
Darius Slay,7817,CB,DET,80.0,80.6,649,28.0,2017
Tre Boston,8763,S,LAC,89.0,80.6,631,28.0,2017
Nickell Robey-Coleman,8483,CB,LA,83.3,80.5,489,30.0,2017
E.J. Gaines,8823,CB,BUF,80.6,80.0,426,31.0,2017
Tyvon Branch,4414,S,ARZ,79.7,79.2,361,32.0,2017
Chris Harris Jr.,6457,CB,DEN,75.8,79.1,527,33.0,2017
Trevor Williams,11004,CB,LAC,80.2,79.1,622,33.0,2017
Jaquiski Tartt,9479,S,SF,81.2,78.6,336,35.0,2017
Bradley Roby,8666,CB,DEN,77.5,78.3,442,36.0,2017
Ronald Darby,9483,CB,PHI,78.1,78.3,390,36.0,2017
Rashaan Melvin,8334,CB,IND,75.9,77.9,346,38.0,2017
Bryce Callahan,10000,CB,CHI,77.3,77.7,374,39.0,2017
Kam Chancellor,5656,S,SEA,72.7,77.7,384,39.0,2017
Kyle Fuller,8649,CB,CHI,79.0,77.0,603,41.0,2017
Robert Alford,7841,CB,ATL,74.2,76.7,744,42.0,2017
Jeff Heath,8396,S,DAL,80.8,76.6,561,43.0,2017
Bobby McCain,9578,CB,MIA,78.9,76.4,464,44.0,2017
Justin Coleman,9892,CB,SEA,76.1,76.3,461,45.0,2017
Jason McCourty,5127,CB,CLV,73.5,76.3,516,45.0,2017
Rodney McLeod,7271,S,PHI,81.6,76.2,734,47.0,2017
Mike Adams,1972,S,CAR,80.3,75.9,678,48.0,2017
K'Waun Williams,9332,CB,SF,73.8,75.3,428,49.0,2017
Desmond Trufant,7803,CB,ATL,72.8,75.1,668,50.0,2017
Darqueze Dennard,8659,CB,CIN,72.4,74.9,583,51.0,2017
Matthias Farley,10953,S,IND,64.5,74.9,501,51.0,2017
Briean Boddy-Calhoun,10903,CB,CLV,77.5,74.7,368,53.0,2017
Adoree' Jackson,11773,CB,TEN,75.2,74.6,781,54.0,2017
Justin Simmons,10732,S,DEN,68.5,74.5,416,55.0,2017
Malcolm Jenkins,4937,S,PHI,74.3,74.5,802,55.0,2017
T.J. Carrie,8853,CB,LV,75.0,74.5,607,55.0,2017
Ahkello Witherspoon,11821,CB,SF,73.7,74.5,381,55.0,2017
Brent Grimes,3589,CB,TB,75.2,74.1,521,59.0,2017
Marlon Humphrey,11771,CB,BLT,75.3,73.9,402,60.0,2017
D.J. Swearinger Sr.,7838,S,WAS,70.4,73.6,649,61.0,2017
Duron Harmon,7872,S,NE,79.5,73.6,618,61.0,2017
Bradley McDougald,8220,S,SEA,82.0,73.5,395,63.0,2017
Ken Crawley,11224,CB,NO,74.1,73.4,634,64.0,2017
Prince Amukamara,6171,CB,CHI,71.5,73.3,513,65.0,2017
Eric Weddle,3653,S,BLT,76.1,73.3,670,65.0,2017
Tyrann Mathieu,7850,CB,ARZ,69.1,72.6,666,67.0,2017
Barry Church,5924,S,JAX,72.2,72.5,760,68.0,2017
Xavier Rhodes,7806,CB,MIN,71.0,72.4,644,69.0,2017
Artie Burns,10659,CB,PIT,73.6,72.4,633,69.0,2017
Josh Norman,7649,CB,WAS,69.3,72.2,526,71.0,2017
Ricardo Allen,8782,S,ATL,71.1,72.1,697,72.0,2017
Keanu Neal,10651,S,ATL,64.1,72.0,743,73.0,2017
Jourdan Lewis,11846,CB,DAL,70.2,72.0,480,73.0,2017
Malcolm Butler,9040,CB,NE,69.7,71.5,770,75.0,2017
Devin McCourty,5552,S,NE,66.7,71.5,784,75.0,2017
Ha Ha Clinton-Dix,8656,S,GB,69.2,71.5,593,75.0,2017
George Iloka,7159,S,CIN,70.1,71.4,562,78.0,2017
Ross Cockrell,8744,CB,NYG,74.1,71.1,401,79.0,2017
Jahleel Addae,8117,S,LAC,70.3,70.6,624,80.0,2017
Patrick Chung,4957,S,NE,74.4,70.6,738,80.0,2017
Eric Reid,7799,S,SF,72.6,70.2,433,82.0,2017
Tony Jefferson,8361,S,BLT,65.5,70.2,668,82.0,2017
Aaron Colvin,8749,CB,JAX,74.4,69.8,600,84.0,2017
Steven Nelson,9531,CB,KC,67.7,69.6,359,85.0,2017
Andre Hal,8850,S,HST,64.4,69.6,563,85.0,2017
Joe Haden,5532,CB,PIT,70.5,69.3,412,87.0,2017
Patrick Peterson,6157,CB,ARZ,68.4,69.2,630,88.0,2017
Bashaud Breeland,8737,CB,WAS,72.0,68.8,521,89.0,2017
Jamal Adams,11761,S,NYJ,65.5,68.5,635,90.0,2017
Reshad Jones,5686,S,MIA,56.1,68.4,607,91.0,2017
Eddie Jackson,11867,S,CHI,69.0,68.3,627,92.0,2017
Jalen Mills,10867,CB,PHI,67.2,68.1,795,93.0,2017
Trumaine Johnson,7067,CB,LA,68.4,67.9,645,94.0,2017
Karl Joseph,10648,S,LV,56.5,67.8,514,95.0,2017
Morgan Burnett,5596,S,GB,66.5,67.8,414,95.0,2017
Brandon Carr,4454,CB,BLT,66.2,67.7,629,97.0,2017
Dominique Rodgers-Cromartie,4330,CB,NYG,69.0,67.6,393,98.0,2017
Tashaun Gipson Sr.,7288,S,JAX,65.1,67.4,749,99.0,2017
Johnathan Joseph,2969,CB,HST,71.0,67.4,488,99.0,2017
Derrick Kindred,10763,S,CLV,64.3,67.2,379,101.0,2017
Terence Newman,1321,CB,MIN,63.9,66.6,419,102.0,2017
Chris Conte,6245,S,TB,72.0,66.5,459,103.0,2017
Trae Waynes,9444,CB,MIN,61.8,66.3,667,104.0,2017
Brian Poole,11052,CB,ATL,64.6,66.3,545,104.0,2017
Kareem Jackson,5545,CB,HST,57.9,66.1,541,106.0,2017
LeShaun Sims,10791,CB,TEN,64.8,65.9,326,107.0,2017
Buster Skrine,6289,CB,NYJ,61.4,65.9,604,107.0,2017
Jamar Taylor,7835,CB,CLV,62.7,65.9,550,107.0,2017
Sean Smith,4984,CB,LV,63.9,65.8,444,110.0,2017
Logan Ryan,7864,CB,TEN,62.0,65.4,686,111.0,2017
Malik Hooker,11770,S,IND,66.5,65.3,254,112.0,2017
Byron Jones,9460,S,DAL,68.8,65.3,574,112.0,2017
Shaquill Griffin,11845,CB,SEA,63.0,65.3,544,112.0,2017
Darryl Roberts,9680,CB,NYJ,66.2,65.2,322,115.0,2017
Vonn Bell,10695,S,NO,65.4,65.1,631,116.0,2017
Mike Mitchell,4970,S,PIT,61.3,64.9,433,117.0,2017
Xavien Howard,10672,CB,MIA,63.6,64.8,607,118.0,2017
Eli Apple,10644,CB,NYG,59.0,64.5,393,119.0,2017
Marcus Gilchrist,6202,S,HST,63.2,64.5,501,119.0,2017
P.J. Williams,9511,CB,NO,62.0,64.5,500,119.0,2017
Robert McClain,5771,CB,TB,65.6,64.1,446,122.0,2017
Ryan Smith,10742,CB,TB,58.8,63.9,365,123.0,2017
Reggie Nelson,3637,S,LV,52.9,63.8,601,124.0,2017
Terrance Mitchell,8888,CB,KC,61.1,63.6,451,125.0,2017
Dre Kirkpatrick,7023,CB,CIN,61.8,63.5,527,126.0,2017
Darius Butler,4964,S,IND,65.5,63.3,352,127.0,2017
Morris Claiborne,7012,CB,NYJ,58.3,62.9,534,128.0,2017
Quandre Diggs,9633,CB,DET,63.7,62.8,534,129.0,2017
Cordrea Tankersley,11852,CB,MIA,59.4,62.7,365,130.0,2017
Damarious Randall,9463,CB,GB,58.1,62.7,438,130.0,2017
Kayvon Webster,7871,CB,LA,62.3,62.4,374,132.0,2017
Dexter McDonald,9675,CB,LV,63.0,62.3,352,133.0,2017
Davon House,6283,CB,GB,60.0,62.3,391,133.0,2017
T.J. McDonald,7852,S,MIA,56.7,62.2,328,135.0,2017
Darian Thompson,10705,S,NYG,57.3,62.2,622,135.0,2017
Daryl Worley,10711,CB,CAR,59.2,62.1,520,137.0,2017
Justin Evans,11805,S,TB,54.5,62.1,435,137.0,2017
Darian Stewart,5820,S,DEN,56.0,61.9,513,139.0,2017
Anthony Brown,10823,CB,DAL,58.7,60.5,541,140.0,2017
Daniel Sorensen,9253,S,KC,71.8,60.5,655,140.0,2017
Jabrill Peppers,11780,S,CLV,61.7,60.5,452,140.0,2017
James Bradberry,10696,CB,CAR,55.3,60.4,698,143.0,2017
Leonard Johnson,7385,CB,BUF,60.8,60.1,505,144.0,2017
Tavon Wilson,7051,S,DET,56.2,60.1,328,144.0,2017
Marcus Maye,11794,S,NYJ,53.7,59.5,622,146.0,2017
Deshazor Everett,9940,S,WAS,56.8,58.9,316,147.0,2017
Captain Munnerlyn,5140,CB,CAR,60.4,58.9,351,147.0,2017
Nevin Lawson,8768,CB,DET,51.9,58.0,346,149.0,2017
Ron Parker,6625,S,KC,56.0,57.3,674,150.0,2017
Johnathan Cyprien,7814,S,TEN,48.5,56.8,504,151.0,2017
Nate Hairston,11913,CB,IND,57.4,56.4,374,152.0,2017
Orlando Scandrick,4457,CB,DAL,48.9,55.3,388,153.0,2017
