player,player_id,position,team_name,grades_offense,snap_counts_block,rank,Year,index,player_name,year_signed,age,contract_length,value,average/year
J.C. Tretter,7904,C,CLV,69.1,1068,74.0,2017,1527,J.C. Tretter,2017,26,3,"$16,750,000",5583333
Jonathan Cooper,7788,G,DAL,68.6,835,75.0,2017,1567,Jonathan Cooper,2017,27,1,"$2,000,000",2000000
Andrus Peat,9446,G,NO,68.3,932,76.0,2017,2089,Andrus Peat,2017,23,4,"$11,393,496",2848374
Lane Taylor,8365,G,GB,68.2,939,77.0,2017,1613,Lane Taylor,2017,27,3,"$16,500,000",5500000
Chris Hubbard,8051,T,PIT,68.2,845,77.0,2017,1453,Chris Hubbard,2017,25,1,"$1,797,000",1797000
T.J. Lang,5032,G,DET,67.9,809,79.0,2017,1689,T.J. Lang,2017,29,3,"$28,500,000",9500000
Corey Linsley,8796,C,GB,67.7,1047,80.0,2017,1465,Corey Linsley,2017,26,3,"$25,500,000",8500000
Gabe Jackson,8716,G,LV,67.3,887,81.0,2017,1516,Gabe Jackson,2017,25,5,"$55,000,000",11000000
Tyler Larsen,9304,C,CAR,67.2,720,82.0,2017,2052,Tyler Larsen,2017,25,2,"$990,000",495000
Morgan Moses,8701,T,WAS,67.2,958,82.0,2017,1648,Morgan Moses,2017,26,5,"$38,500,000",7700000
Quinton Spain,10110,G,TEN,66.9,1005,84.0,2017,2346,Quinton Spain,2017,25,3,"$1,581,000",527000
Ereck Flowers,9442,T,NYG,66.8,1001,85.0,2017,2203,Ereck Flowers,2017,23,4,"$14,391,719",3597930
Russell Bodine,8746,C,CIN,66.8,962,85.0,2017,2682,Russell Bodine,2017,24,4,"$2,676,456",669114
Vladimir Ducasse,5586,G,BUF,66.7,874,88.0,2017,1715,Vladimir Ducasse,2017,29,3,"$3,500,000",1166667
Pat Elflein,11825,C,MIN,66.6,1081,89.0,2017,1659,Pat Elflein,2017,22,4,"$3,747,840",936960
Laken Tomlinson,9461,G,SF,66.4,1042,90.0,2017,2290,Laken Tomlinson,2017,25,4,"$8,550,244",2137561
Austin Howard,5847,T,BLT,66.3,1080,91.0,2017,1410,Austin Howard,2017,30,3,"$15,025,000",5008333
Justin Britt,8699,C,SEA,66.3,1062,91.0,2017,1584,Justin Britt,2017,26,3,"$27,000,000",9000000
John Jerry,5598,G,NYG,66.1,958,93.0,2017,1561,John Jerry,2017,30,3,"$10,000,000",3333333
Taylor Decker,10650,T,DET,65.3,471,94.0,2017,2034,Taylor Decker,2017,23,4,"$10,966,980",2741745
Bobby Massie,7112,T,CHI,65.0,912,95.0,2017,1761,Bobby Massie,2017,27,3,"$18,000,000",6000000
Donovan Smith,9467,T,TB,64.9,1059,96.0,2017,2197,Donovan Smith,2017,23,4,"$6,068,860",1517215
Nick Martin,10684,C,HST,64.8,971,97.0,2017,1981,Nick Martin,2017,23,4,"$4,774,973",1193743
Brandon Shell,10792,T,NYJ,64.7,696,98.0,2017,1764,Brandon Shell,2017,25,4,"$2,575,966",643992
Zach Fulton,8828,C,KC,64.7,846,98.0,2017,2747,Zach Fulton,2017,25,4,"$2,349,220",587305
Jamon Brown,9505,G,LA,64.7,1097,98.0,2017,2237,Jamon Brown,2017,24,4,"$3,243,261",810815
Chase Roullier,11954,C,WAS,64.4,457,101.0,2017,1449,Chase Roullier,2017,23,4,"$2,547,168",636792
Joe Haeg,10789,T,IND,64.1,987,102.0,2017,1885,Joe Haeg,2017,24,4,"$2,582,410",645603
Riley Reiff,7029,T,MIN,63.6,1153,103.0,2017,1667,Riley Reiff,2017,28,5,"$58,750,000",11750000
Wes Schweitzer,10829,G,ATL,63.6,1149,103.0,2017,2064,Wes Schweitzer,2017,23,4,"$2,472,381",618095
La'el Collins,9719,T,DAL,63.3,1065,105.0,2017,1611,La'el Collins,2017,23,2,"$15,400,000",7700000
Max Unger,4972,C,NO,63.1,1164,106.0,2017,1965,Max Unger,2017,31,3,"$22,200,000",7400000
Matt Kalil,7010,T,CAR,63.1,1138,106.0,2017,1630,Matt Kalil,2017,27,5,"$55,500,000",11100000
Patrick Omameh,8277,G,JAX,62.9,1052,108.0,2017,1660,Patrick Omameh,2017,27,1,"$875,000",875000
Jared Veldheer,5594,T,ARZ,62.3,895,109.0,2017,2565,Jared Veldheer,2017,29,5,"$35,000,000",7000000
Jordan Mills,7945,T,BUF,62.1,1101,110.0,2017,1571,Jordan Mills,2017,26,2,"$3,800,000",1900000
Mike Pouncey,6167,C,MIA,62.1,971,110.0,2017,2331,Mike Pouncey,2017,27,5,"$44,750,000",8950000
Senio Kelemete,7144,G,NO,62.0,747,112.0,2017,2022,Senio Kelemete,2017,26,2,"$2,700,000",1350000
A.J. Cann,9500,G,JAX,61.7,1228,113.0,2017,2073,A.J. Cann,2017,25,4,"$3,372,596",843149
Shon Coleman,10710,T,CLV,61.4,1043,114.0,2017,2026,Shon Coleman,2017,25,4,"$3,278,816",819704
A.Q. Shipley,5150,C,ARZ,61.3,1120,115.0,2017,1382,A.Q. Shipley,2017,30,2,"$3,500,000",1750000
Spencer Drango,10802,T,CLV,61.2,605,116.0,2017,2027,Spencer Drango,2017,24,4,"$2,547,650",636913
Dan Feeney,11826,G,LAC,60.8,665,117.0,2017,1474,Dan Feeney,2017,23,4,"$3,731,632",932908
Ryan Kelly,10652,C,IND,60.4,394,118.0,2017,2013,Ryan Kelly,2017,23,4,"$10,450,983",2612746
D.J. Fluker,7792,G,NYG,60.3,446,119.0,2017,1471,D.J. Fluker,2017,25,1,"$3,000,000",3000000
Ramon Foster,5229,G,PIT,60.2,1006,120.0,2017,1995,Ramon Foster,2017,31,3,"$9,600,000",3200000
Kenny Wiggins,6471,G,LAC,60.1,1040,121.0,2017,1597,Kenny Wiggins,2017,28,1,"$865,000",865000
Trey Hopkins,9276,G,CIN,60.1,707,121.0,2017,2049,Trey Hopkins,2017,24,2,"$1,020,000",510000
Laremy Tunsil,10647,T,MIA,60.0,933,123.0,2017,1937,Laremy Tunsil,2017,22,4,"$12,457,650",3114413
Kevin Pamphile,8784,G,TB,59.8,782,124.0,2017,2617,Kevin Pamphile,2017,26,4,"$2,418,500",604625
John Wetzel,8088,T,ARZ,59.7,916,125.0,2017,1564,John Wetzel,2017,25,1,"$540,000",540000
Halapoulivaati Vaitai,10798,T,PHI,59.4,1031,126.0,2017,1853,Halapoulivaati Vaitai,2017,23,4,"$2,565,125",641281
J.R. Sweezy,7209,G,TB,59.3,903,127.0,2017,1530,J.R. Sweezy,2017,28,4,"$21,750,000",5437500
James Carpenter,6177,G,NYJ,59.3,1035,127.0,2017,2234,James Carpenter,2017,27,4,"$19,100,000",4775000
Luke Joeckel,7784,G,SEA,58.7,702,129.0,2017,1622,Luke Joeckel,2017,25,1,"$8,000,000",8000000
Max Garcia,9566,G,DEN,58.4,869,130.0,2017,2315,Max Garcia,2017,25,4,"$2,625,692",656423
Allen Barbre,3735,G,DEN,58.3,553,131.0,2017,2082,Allen Barbre,2017,32,3,"$4,350,000",1450000
Travis Swanson,8711,C,DET,58.3,710,131.0,2017,2719,Travis Swanson,2017,26,4,"$2,956,972",739243
Marshall Newhouse,5692,T,LV,57.9,841,133.0,2017,1626,Marshall Newhouse,2017,28,2,"$3,500,000",1750000
Nick Easton,9861,G,MIN,57.5,748,134.0,2017,2339,Nick Easton,2017,24,3,"$1,584,000",528000
Greg Mancz,10019,G,HST,57.1,560,135.0,2017,2218,Greg Mancz,2017,25,3,"$1,581,000",527000
Brian Winters,7853,G,NYJ,56.6,807,136.0,2017,1768,Brian Winters,2017,26,4,"$29,000,000",7250000
Cedric Ogbuehi,9454,T,CIN,56.6,665,136.0,2017,2140,Cedric Ogbuehi,2017,25,4,"$9,325,677",2331419
Alex Boone,5372,G,ARZ,55.9,874,138.0,2017,1389,Alex Boone,2017,30,1,"$900,000",900000
Andre Smith,4929,T,CIN,55.3,536,139.0,2017,1393,Andre Smith,2017,30,1,"$3,250,000",3250000
James Hurst,9001,G,BLT,55.1,1084,140.0,2017,1538,James Hurst,2017,25,1,"$1,200,000",1200000
Joe Barksdale,6244,T,LAC,54.0,657,141.0,2017,1881,Joe Barksdale,2017,28,4,"$22,200,000",5550000
Bryan Witzmann,8995,G,KC,53.9,933,142.0,2017,1432,Bryan Witzmann,2017,26,2,"$1,370,000",685000
Xavier Su'a-Filo,8668,G,HST,53.7,1075,143.0,2017,2744,Xavier Su'a-Filo,2017,26,4,"$5,551,601",1387900
Jesse Davis,9989,G,MIA,53.7,747,143.0,2017,1555,Jesse Davis,2017,25,2,"$1,020,000",510000
Spencer Pulley,10998,C,LAC,53.6,1054,145.0,2017,2028,Spencer Pulley,2017,24,3,"$1,622,000",540667
Matt Skura,11102,G,BLT,53.4,737,146.0,2017,1634,Matt Skura,2017,23,1,"$465,000",465000
Shawn Lauvao,5616,G,WAS,53.3,531,147.0,2017,2700,Shawn Lauvao,2017,29,4,"$17,000,000",4250000
Justin McCray,9234,T,GB,53.1,594,148.0,2017,1585,Justin McCray,2017,24,1,"$465,000",465000
Cam Robinson,11789,T,JAX,52.4,1080,149.0,2017,1436,Cam Robinson,2017,21,4,"$7,018,163",1754541
Jermon Bushrod,3741,G,MIA,52.1,604,150.0,2017,1552,Jermon Bushrod,2017,32,1,"$3,000,000",3000000
Wesley Johnson,8808,C,NYJ,51.7,938,151.0,2017,1716,Wesley Johnson,2017,26,1,"$2,746,000",2746000
Germain Ifedi,10665,T,SEA,51.7,1068,151.0,2017,1849,Germain Ifedi,2017,22,4,"$8,265,105",2066276
Le'Raven Clark,10716,G,IND,50.9,323,153.0,2017,1940,Le'Raven Clark,2017,24,4,"$3,142,732",785683
Earl Watford,7898,G,ARZ,50.9,611,153.0,2017,1501,Earl Watford,2017,26,2,"$5,000,000",2500000
Ted Larsen,5728,G,MIA,50.5,521,155.0,2017,1693,Ted Larsen,2017,29,3,"$5,650,000",1883333
Ethan Pocic,11813,G,SEA,50.4,639,156.0,2017,1511,Ethan Pocic,2017,21,4,"$4,409,031",1102258
Jeff Allen,7642,G,HST,50.2,728,157.0,2017,1874,Jeff Allen,2017,27,4,"$28,000,000",7000000
Breno Giacomini,4464,T,HST,45.6,1095,159.0,2017,1428,Breno Giacomini,2017,31,1,"$2,750,000",2750000
Bobby Hart,9659,T,NYG,44.8,523,160.0,2017,2113,Bobby Hart,2017,22,4,"$2,351,589",587897
Trent Williams,5529,T,WAS,92.7,795,1.0,2016,2391,Trent Williams,2016,28,5,"$68,000,000",13600000
Alex Mack,4944,C,ATL,90.8,1204,2.0,2016,1737,Alex Mack,2016,30,5,"$45,000,000",9000000
Matt Paradis,8841,C,DEN,90.2,1073,3.0,2016,1957,Matt Paradis,2016,26,1,"$525,000",525000
Donald Penn,3459,T,LV,90.0,1107,4.0,2016,1830,Donald Penn,2016,32,2,"$11,900,000",5950000
Zack Martin,8651,G,DAL,89.4,1126,5.0,2016,2749,Zack Martin,2016,25,4,"$8,967,800",2241950
Marshal Yanda,3702,G,BLT,87.7,899,6.0,2016,2304,Marshal Yanda,2016,32,4,"$31,917,647",7979412
Cody Whitehair,10690,C,CHI,87.5,1009,7.0,2016,1794,Cody Whitehair,2016,23,4,"$4,224,566",1056142
Taylor Lewan,8646,T,TEN,87.0,987,8.0,2016,2711,Taylor Lewan,2016,25,4,"$11,485,004",2871251
Joe Thomas,3619,T,CLV,87.0,1028,8.0,2016,3492,Joe Thomas,2016,31,7,"$80,500,000",11500000
Jason Peters,2148,T,PHI,86.9,1098,10.0,2016,2243,Jason Peters,2016,33,4,"$41,300,000",10325000
David Bakhtiari,7891,T,GB,86.6,1257,11.0,2016,1815,David Bakhtiari,2016,24,4,"$48,000,000",12000000
Marcus Cannon,6290,T,NE,86.6,1272,11.0,2016,1951,Marcus Cannon,2016,28,5,"$32,410,000",6482000
Travis Frederick,7812,C,DAL,86.3,1126,13.0,2016,2047,Travis Frederick,2016,25,6,"$56,400,060",9400010
Duane Brown,4340,T,HST,86.2,917,14.0,2016,3164,Duane Brown,2016,30,6,"$53,400,000",8900000
Tyron Smith,6161,T,DAL,85.9,902,15.0,2016,2055,Tyron Smith,2016,23,8,"$97,600,000",12200000
David DeCastro,7640,G,PIT,84.7,1274,16.0,2016,1816,David DeCastro,2016,26,5,"$50,000,000",10000000
Shaq Mason,9564,G,NE,84.6,1258,17.0,2016,2370,Shaq Mason,2016,22,4,"$2,723,525",680881
Andy Levitre,4974,G,ATL,84.6,1212,17.0,2016,2769,Andy Levitre,2016,29,6,"$46,800,000",7800000
Kelechi Osemele,7062,G,LV,84.2,1110,19.0,2016,1916,Kelechi Osemele,2016,26,5,"$58,500,000",11700000
Quinton Spain,10110,G,TEN,84.2,819,19.0,2016,2346,Quinton Spain,2016,24,3,"$1,581,000",527000
Rodney Hudson,6207,C,LV,83.7,1180,22.0,2016,2357,Rodney Hudson,2016,26,5,"$44,500,000",8900000
Ramon Foster,5229,G,PIT,83.6,1099,23.0,2016,1995,Ramon Foster,2016,30,3,"$9,600,000",3200000
Anthony Castonzo,6174,T,IND,83.4,1074,24.0,2016,2092,Anthony Castonzo,2016,28,4,"$43,812,000",10953000
Ryan Schraeder,8496,T,ATL,83.4,1223,24.0,2016,2015,Ryan Schraeder,2016,28,5,"$31,500,000",6300000
Ali Marpet,9494,G,TB,82.7,1135,27.0,2016,2081,Ali Marpet,2016,23,4,"$3,773,586",943397
John Greco,4379,G,CLV,82.6,746,28.0,2016,2906,John Greco,2016,31,4,"$6,420,000",1605000
Brandon Brooks,7078,G,PHI,82.4,989,29.0,2016,1763,Brandon Brooks,2016,26,5,"$40,000,000",8000000
Nate Solder,6169,T,NE,82.2,1270,30.0,2016,2337,Nate Solder,2016,28,2,"$20,062,000",10031000
Josh Sitton,4449,G,CHI,82.1,734,31.0,2016,1905,Josh Sitton,2016,30,3,"$21,000,000",7000000
Taylor Decker,10650,T,DET,81.9,1089,32.0,2016,2034,Taylor Decker,2016,22,4,"$10,966,980",2741745
Brandon Linder,8728,C,JAX,81.8,909,33.0,2016,2450,Brandon Linder,2016,24,4,"$2,789,600",697400
Justin Britt,8699,C,SEA,81.6,1121,34.0,2016,2605,Justin Britt,2016,24,4,"$3,546,930",886733
Joe Staley,3644,T,SF,81.1,845,35.0,2016,3224,Joe Staley,2016,28,6,"$44,650,000",7441667
Jack Conklin,10642,T,TEN,80.6,1062,37.0,2016,1859,Jack Conklin,2016,21,4,"$15,897,658",3974415
Larry Warford,7846,G,DET,80.3,1024,38.0,2016,2942,Larry Warford,2016,24,4,"$3,075,000",768750
Alejandro Villanueva,9091,T,PIT,79.9,1276,39.0,2016,2079,Alejandro Villanueva,2016,27,2,"$960,000",480000
Allen Barbre,3735,G,PHI,79.0,672,40.0,2016,2082,Allen Barbre,2016,31,3,"$4,350,000",1450000
Marcus Gilbert,6215,T,PIT,78.5,1038,41.0,2016,2300,Marcus Gilbert,2016,27,5,"$30,815,000",6163000
Justin Pugh,7800,G,NYG,78.3,750,42.0,2016,2919,Justin Pugh,2016,25,4,"$8,345,898",2086475
Ron Leary,7338,G,DAL,78.3,871,42.0,2016,2003,Ron Leary,2016,26,1,"$2,553,000",2553000
Maurkice Pouncey,5543,C,PIT,78.1,1151,44.0,2016,2640,Maurkice Pouncey,2016,26,5,"$44,136,625",8827325
Bryan Bulaga,5548,T,GB,78.1,1256,44.0,2016,2127,Bryan Bulaga,2016,26,5,"$33,750,000",6750000
Cordy Glenn,7045,T,BUF,78.1,657,44.0,2016,1801,Cordy Glenn,2016,26,5,"$60,000,000",12000000
Joe Berger,2424,C,MIN,77.8,852,47.0,2016,1882,Joe Berger,2016,34,1,"$2,165,000",2165000
Eric Fisher,7783,T,KC,77.7,1078,48.0,2016,1836,Eric Fisher,2016,25,4,"$48,000,000",12000000
Weston Richburg,8678,C,NYG,77.6,1110,49.0,2016,2735,Weston Richburg,2016,24,4,"$4,877,351",1219338
Zach Strief,3155,T,NO,77.4,1125,50.0,2016,2748,Zach Strief,2016,32,5,"$20,000,000",4000000
Andrew Norwell,9126,G,CAR,77.3,1108,51.0,2016,2434,Andrew Norwell,2016,24,3,"$1,542,000",514000
Brandon Scherff,9438,G,WAS,77.2,1045,52.0,2016,2116,Brandon Scherff,2016,24,4,"$21,215,638",5303910
Morgan Moses,8701,T,WAS,76.8,1017,53.0,2016,2654,Morgan Moses,2016,25,4,"$3,172,576",793144
Richie Incognito,2298,G,BUF,76.5,1060,54.0,2016,2000,Richie Incognito,2016,32,3,"$15,750,000",5250000
Corey Linsley,8796,C,GB,76.4,802,55.0,2016,2488,Corey Linsley,2016,24,4,"$2,405,000",601250
James Carpenter,6177,G,NYJ,76.2,994,56.0,2016,2234,James Carpenter,2016,26,4,"$19,100,000",4775000
Greg Mancz,10019,C,HST,75.7,1261,57.0,2016,2218,Greg Mancz,2016,24,3,"$1,581,000",527000
Stefen Wisniewski,6200,G,PHI,75.4,606,58.0,2016,2029,Stefen Wisniewski,2016,27,1,"$1,510,000",1510000
Ja'Wuan James,8654,T,MIA,75.2,1000,59.0,2016,2552,Ja'Wuan James,2016,24,4,"$8,428,398",2107100
Max Unger,4972,C,NO,75.1,1091,60.0,2016,1965,Max Unger,2016,30,3,"$22,200,000",7400000
Ronnie Stanley,10640,T,BLT,74.8,834,61.0,2016,2005,Ronnie Stanley,2016,22,4,"$20,484,331",5121083
Gabe Jackson,8716,G,LV,74.7,1188,62.0,2016,2539,Gabe Jackson,2016,24,4,"$2,952,789",738197
Mitch Morse,9482,C,KC,74.6,1075,63.0,2016,2333,Mitch Morse,2016,24,4,"$4,673,076",1168269
Travis Swanson,8711,C,DET,74.6,766,63.0,2016,2719,Travis Swanson,2016,25,4,"$2,956,972",739243
Demar Dotson,5410,T,TB,74.2,942,65.0,2016,1821,Demar Dotson,2016,30,3,"$16,500,000",5500000
Russell Okung,5531,T,DEN,74.0,1061,66.0,2016,2008,Russell Okung,2016,27,5,"$53,000,000",10600000
Mitchell Schwartz,7041,T,KC,73.4,1078,68.0,2016,1977,Mitchell Schwartz,2016,26,5,"$33,000,000",6600000
Jeremy Zuttah,4397,C,BLT,73.2,1109,69.0,2016,2579,Jeremy Zuttah,2016,29,3,"$12,250,000",4083333
Patrick Omameh,8277,G,JAX,73.1,454,70.0,2016,1990,Patrick Omameh,2016,26,1,"$675,000",675000
Ted Larsen,5728,G,CHI,73.0,581,71.0,2016,2037,Ted Larsen,2016,28,1,"$1,650,000",1650000
Jermey Parnell,5426,T,JAX,73.0,1113,71.0,2016,2250,Jermey Parnell,2016,29,5,"$32,000,000",6400000
John Jerry,5598,G,NYG,72.6,1123,73.0,2016,2259,John Jerry,2016,29,2,"$3,300,000",1650000
Ben Jones,7099,C,TEN,72.6,1061,73.0,2016,1758,Ben Jones,2016,26,4,"$17,500,000",4375000
A.J. Cann,9500,G,JAX,72.6,1113,73.0,2016,2073,A.J. Cann,2016,24,4,"$3,372,596",843149
Rodger Saffold,5558,G,LA,72.6,916,73.0,2016,2679,Rodger Saffold,2016,27,5,"$42,500,000",8500000
Ryan Kelly,10652,C,IND,72.4,1018,77.0,2016,2013,Ryan Kelly,2016,22,4,"$10,450,983",2612746
Spencer Drango,10802,G,CLV,72.3,598,78.0,2016,2027,Spencer Drango,2016,23,4,"$2,547,650",636913
Max Garcia,9566,G,DEN,72.2,1074,79.0,2016,2315,Max Garcia,2016,24,4,"$2,625,692",656423
Rob Havenstein,9490,T,LA,72.2,934,79.0,2016,2354,Rob Havenstein,2016,24,4,"$3,970,021",992505
Laurent Duvernay-Tardif,8834,G,KC,72.0,946,81.0,2016,2621,Laurent Duvernay-Tardif,2016,25,4,"$2,345,300",586325
Michael Schofield III,8730,G,DEN,72.0,1041,81.0,2016,2647,Michael Schofield III,2016,25,4,"$2,777,200",694300
A.Q. Shipley,5150,C,ARZ,71.9,1148,83.0,2016,2074,A.Q. Shipley,2016,29,2,"$1,570,000",785000
Jake Matthews,8641,T,ATL,71.9,1172,83.0,2016,2558,Jake Matthews,2016,24,4,"$16,429,501",4107375
Ryan Kalil,3675,C,CAR,71.9,504,83.0,2016,2012,Ryan Kalil,2016,31,2,"$16,750,000",8375000
Austin Pasztor,7689,T,CLV,71.8,1020,86.0,2016,1752,Austin Pasztor,2016,25,1,"$1,671,000",1671000
Matt Slauson,5117,C,LAC,71.7,1019,87.0,2016,1961,Matt Slauson,2016,30,2,"$4,000,000",2000000
Andrus Peat,9446,T,NO,71.5,1040,88.0,2016,2089,Andrus Peat,2016,22,4,"$11,393,496",2848374
Jason Kelce,6343,C,PHI,71.4,1132,89.0,2016,2571,Jason Kelce,2016,28,6,"$37,500,000",6250000
Joe Hawley,5641,C,TB,71.3,978,90.0,2016,2254,Joe Hawley,2016,27,2,"$3,328,125",1664063
Mike Remmers,7431,T,CAR,71.2,1106,91.0,2016,1975,Mike Remmers,2016,27,1,"$2,553,000",2553000
Zach Fulton,8828,G,KC,71.2,856,91.0,2016,2747,Zach Fulton,2016,24,4,"$2,349,220",587305
Chris Chester,3001,G,ATL,71.0,1233,93.0,2016,1784,Chris Chester,2016,33,1,"$2,350,000",2350000
David Andrews,9948,C,NE,71.0,1355,93.0,2016,2181,David Andrews,2016,23,3,"$1,590,000",530000
Spencer Long,8713,C,WAS,71.0,804,93.0,2016,2702,Spencer Long,2016,25,4,"$2,863,800",715950
Brian Winters,7853,G,NYJ,70.5,806,96.0,2016,1768,Brian Winters,2016,25,4,"$29,000,000",7250000
Josh Kline,8230,G,TEN,70.4,926,97.0,2016,2270,Josh Kline,2016,26,2,"$3,300,000",1650000
Charles Leno Jr.,8880,T,CHI,70.1,1011,98.0,2016,2474,Charles Leno Jr.,2016,24,4,"$2,266,512",566628
Mike Iupati,5542,G,ARZ,69.8,1035,99.0,2016,2329,Mike Iupati,2016,28,5,"$40,000,000",8000000
John Miller,9514,G,BUF,69.6,1047,100.0,2016,2260,John Miller,2016,22,4,"$2,960,120",740030
Russell Bodine,8746,C,CIN,69.5,1060,101.0,2016,2682,Russell Bodine,2016,23,4,"$2,676,456",669114
Ereck Flowers,9442,T,NYG,69.4,1125,102.0,2016,2203,Ereck Flowers,2016,22,4,"$14,391,719",3597930
Jahri Evans,3053,G,NO,69.0,1138,104.0,2016,1862,Jahri Evans,2016,32,1,"$1,065,000",1065000
D.J. Humphries,9457,T,ARZ,68.3,922,105.0,2016,2166,D.J. Humphries,2016,22,4,"$8,912,112",2228028
King Dunlap,4544,T,LAC,68.1,775,106.0,2016,2285,King Dunlap,2016,30,4,"$28,000,000",7000000
Joe Haeg,10789,G,IND,67.9,952,107.0,2016,1885,Joe Haeg,2016,23,4,"$2,582,410",645603
Cody Wichmann,9648,G,LA,67.8,594,108.0,2016,2156,Cody Wichmann,2016,24,4,"$2,370,487",592622
Xavier Su'a-Filo,8668,G,HST,67.6,1168,109.0,2016,2744,Xavier Su'a-Filo,2016,25,4,"$5,551,601",1387900
Daryl Williams,9535,T,CAR,67.5,647,110.0,2016,2180,Daryl Williams,2016,23,4,"$2,837,120",709280
Doug Free,3738,T,DAL,67.5,1126,110.0,2016,2198,Doug Free,2016,32,3,"$15,000,000",5000000
Austin Howard,5847,T,LV,67.2,792,112.0,2016,2443,Austin Howard,2016,28,5,"$30,000,000",6000000
Alex Boone,5372,G,MIN,67.1,873,113.0,2016,1733,Alex Boone,2016,28,4,"$26,800,000",6700000
Trai Turner,8727,G,CAR,67.0,1098,114.0,2016,2718,Trai Turner,2016,22,4,"$2,791,176",697794
Jack Mewhort,8694,G,IND,66.8,666,115.0,2016,2556,Jack Mewhort,2016,24,4,"$3,573,801",893450
Bobby Massie,7112,T,CHI,66.8,916,115.0,2016,1761,Bobby Massie,2016,26,3,"$18,000,000",6000000
Lane Taylor,8365,G,GB,66.5,1239,117.0,2016,1936,Lane Taylor,2016,26,2,"$4,150,000",2075000
Daniel Kilgore,6315,C,SF,66.4,794,118.0,2016,2502,Daniel Kilgore,2016,28,3,"$5,250,000",1750000
Clint Boling,6253,G,CIN,66.2,942,119.0,2016,2153,Clint Boling,2016,26,5,"$26,000,000",5200000
D.J. Fluker,7792,G,LAC,66.0,993,120.0,2016,2821,D.J. Fluker,2016,25,4,"$11,402,498",2850625
Ryan Clady,4326,T,NYJ,65.8,537,121.0,2016,2009,Ryan Clady,2016,29,1,"$6,000,000",6000000
Laremy Tunsil,10647,G,MIA,65.8,867,121.0,2016,1937,Laremy Tunsil,2016,21,4,"$12,457,650",3114413
Joe Thuney,10712,G,NE,65.6,1353,123.0,2016,1887,Joe Thuney,2016,23,4,"$3,213,428",803357
Tim Barnes,6499,C,LA,64.8,1004,124.0,2016,2041,Tim Barnes,2016,27,2,"$5,600,000",2800000
Denzelle Good,9688,G,IND,64.7,605,125.0,2016,2189,Denzelle Good,2016,25,4,"$2,332,783",583196
Mark Glowinski,9567,G,SEA,64.6,1186,126.0,2016,2303,Mark Glowinski,2016,24,4,"$2,625,692",656423
Jeremiah Sirles,9305,T,MIN,64.1,772,127.0,2016,2576,Jeremiah Sirles,2016,24,3,"$1,530,000",510000
Donovan Smith,9467,T,TB,63.9,1135,128.0,2016,2197,Donovan Smith,2016,22,4,"$6,068,860",1517215
Brandon Fusco,6324,G,MIN,63.5,834,130.0,2016,2115,Brandon Fusco,2016,27,5,"$24,250,000",4850000
Wesley Johnson,8808,C,NYJ,63.3,657,131.0,2016,2409,Wesley Johnson,2016,24,2,"$1,110,000",555000
Vladimir Ducasse,5586,G,BLT,63.1,555,132.0,2016,2063,Vladimir Ducasse,2016,28,1,"$760,000",760000
Senio Kelemete,7144,G,NO,63.0,663,133.0,2016,2022,Senio Kelemete,2016,25,2,"$2,700,000",1350000
Trent Brown,9677,T,SF,61.9,1035,134.0,2016,2392,Trent Brown,2016,23,4,"$2,335,893",583973
Jordan Mills,7945,T,BUF,61.8,1033,135.0,2016,1898,Jordan Mills,2016,25,1,"$1,671,000",1671000
Eric Wood,4951,C,BUF,61.5,570,136.0,2016,2530,Eric Wood,2016,29,4,"$25,400,000",6350000
Branden Albert,4329,T,MIA,61.5,786,136.0,2016,2449,Branden Albert,2016,31,5,"$47,000,000",9400000
Orlando Franklin,6198,G,LAC,61.5,919,136.0,2016,2340,Orlando Franklin,2016,28,5,"$36,500,000",7300000
Joshua Garnett,10662,G,SF,61.5,716,136.0,2016,1907,Joshua Garnett,2016,22,4,"$9,304,311",2326078
Kelvin Beachum,7229,T,JAX,61.4,1024,140.0,2016,2278,Kelvin Beachum,2016,27,5,"$45,000,000",9000000
Cedric Ogbuehi,9454,T,CIN,60.4,668,141.0,2016,2140,Cedric Ogbuehi,2016,24,4,"$9,325,677",2331419
Greg Robinson,8637,T,LA,59.9,892,142.0,2016,2547,Greg Robinson,2016,23,4,"$21,284,098",5321025
Shawn Lauvao,5616,G,WAS,59.8,913,143.0,2016,2700,Shawn Lauvao,2016,28,4,"$17,000,000",4250000
Kraig Urbik,5002,C,MIA,59.8,453,143.0,2016,1924,Kraig Urbik,2016,30,2,"$2,500,000",1250000
John Wetzel,8088,T,ARZ,58.9,647,145.0,2016,1894,John Wetzel,2016,24,1,"$450,000",450000
Chris Clark,4623,T,HST,56.9,1219,146.0,2016,1785,Chris Clark,2016,30,2,"$6,000,000",3000000
Garry Gilliam,9137,T,SEA,56.7,939,147.0,2016,2542,Garry Gilliam,2016,25,3,"$1,542,000",514000
Bobby Hart,9659,T,NYG,56.3,868,148.0,2016,2113,Bobby Hart,2016,21,4,"$2,351,589",587897
Joe Barksdale,6244,T,LAC,56.3,967,148.0,2016,1881,Joe Barksdale,2016,27,4,"$22,200,000",5550000
Jeff Allen,7642,G,HST,56.3,968,148.0,2016,1874,Jeff Allen,2016,26,4,"$28,000,000",7000000
Kevin Pamphile,8784,G,TB,56.1,957,151.0,2016,2617,Kevin Pamphile,2016,25,4,"$2,418,500",604625
